0.0,11.0
0.01,12.139123531454842
0.02,12.73679246945424
0.03,14.27442216090732
0.04,16.693199685342883
0.05,18.396185415268825
0.06,18.385430079534153
0.07,17.583191515424524
0.08,17.51347037944594
0.09,18.167547678037003
0.1,18.00434553261372
0.11,16.085598134802844
0.12,13.394985852645389
0.13,11.517525375708708
0.14,10.502974614149393
0.15,8.864149169392611
0.16,5.710209614568464
0.17,2.064139146873995
0.18,-0.4592369384318131
0.19,-1.7908827891715067
0.2,-3.4099011160040034
0.21,-6.210517159853809
0.22,-9.18446840991871
0.23,-10.742453382893341
0.24,-10.850851186848308
0.25,-11.032810776915056
0.26,-12.23367182655879
0.27,-13.501543501082406
0.28,-13.306758594722611
0.29,-11.676485399947545
0.3,-10.193670853182683
0.31,-9.86035286584579
0.32,-9.776242768881902
0.33,-8.456365986248326
0.34,-5.964107470001138
0.35000000000000003,-3.908890842594889
0.36,-3.3085738318744022
0.37,-3.267493296620364
0.38,-2.2939668747353013
0.39,-0.433602580847837
0.4,0.7323641985670406
0.41000000000000003,0.22364717902559406
0.42,-1.01849760222342
0.43,-1.4504204514816625
0.44,-1.0612613836653662
0.45,-1.3733210860631795
0.46,-3.307606386403187
0.47000000000000003,-5.865371601276893
0.48,-7.449338599879976
0.49,-8.000814838945823
0.5,-9.00179355278746
0.51,-11.341961568151374
0.52,-14.001384140427488
0.53,-15.372508965395
0.54,-15.397680682355471
0.55,-15.571235843963795
0.56,-16.806103849465845
0.5700000000000001,-18.11569750036071
0.58,-17.9347633261317
0.59,-16.25542372940721
0.6,-14.627532957103766
0.61,-14.023333880648698
0.62,-13.51726800824101
0.63,-11.6046824828321
0.64,-8.335741956272528
0.65,-5.313742736025611
0.66,-3.557888455794605
0.67,-2.1814462798338807
0.68,0.29091405864062025
0.6900000000000001,3.790242061716339
0.7000000000000001,6.705655114155116
0.71,8.021831245616903
0.72,8.640717479033867
0.73,10.063656241074664
0.74,12.257592414077175
0.75,13.65615938932573
0.76,13.295606063651533
0.77,12.134691649561152
0.78,11.734814940294978
0.79,12.124111268587482
0.8,11.796390169711444
0.81,9.844951688839991
0.8200000000000001,7.28048285669074
0.8300000000000001,5.709371640338253
0.84,5.196235782524542
0.85,4.261594951010718
0.86,2.0147688231832173
0.87,-0.5287649929114018
0.88,-1.7691969711281272
0.89,-1.6595934005942103
0.9,-1.707566911682938
0.91,-2.8413506183285318
0.92,-4.091078548508295
0.93,-3.9089645334717473
0.9400000000000001,-2.304635855554382
0.9500000000000001,-0.8447692773626061
0.96,-0.5170425069791627
0.97,-0.4092791222000307
0.98,0.9724450743200173
0.99,3.570404403840918
1.0,5.777318018908362
1.01,6.5738624701791455
1.02,6.8506721206106675
1.03,8.091018743841046
1.04,10.23781249016821
1.05,11.695693653989467
1.06,11.468140757606676
1.07,10.47867918815212
1.08,10.252409703701057
1.09,10.781539710750588
1.1,10.52573876300083
1.11,8.547305267218329
1.12,5.830297381109583
1.1300000000000001,3.9599210093731068
1.1400000000000001,2.9859336251845936
1.1500000000000001,1.420960740902908
1.16,-1.6262157338613221
1.17,-5.133177690770383
1.18,-7.4858481403800194
1.19,-8.616118503859433
1.2,-10.004192466428613
1.21,-12.545563691500059
1.22,-15.233398333961889
1.23,-16.47997570417766
1.24,-16.253398852254847
1.25,-16.07867403075636
